old_window_id,old_zone_id,name,windowId,zoneId,customizationStartDay,customizationStartTime,customizationEndDay,customizationEndTime,dispatchDay,dispatchTime,startDay,startTime,endDay,endTime,fulfillmentCenterId,deliveryPrice,subtotalMin,deliveryProvider,orderBy,isVisible,smsNotifications,packDateOffset,carrierDaysInTransit,messageToUser
951d445c-ea63-4b87-b335-697f9204c606,a62e6e07-f503-4d31-bb3c-685ba8697606,BWI: TUESDAY PM,03409618-9ad6-4279-a9df-1e4ff6d474ab,a62e6e07-f503-4d31-bb3c-685ba8697606,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
3426c2fb-c9dc-4609-b0ca-a056a601b562,caa66307-4cb6-48cc-8203-24916e389fc7,BRX: TUESDAY PM,19d3e0d2-a0e1-41cd-8422-319ba3b4e7ed,caa66307-4cb6-48cc-8203-24916e389fc7,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
014af6b4-346e-4d70-88ad-fa4304df701c,6d3dc4e9-1a11-4e29-a918-3ccc4f8e5af1,LIM: TUESDAY,96880602-611a-4dfb-9743-7bbb8a3ef1e2,6d3dc4e9-1a11-4e29-a918-3ccc4f8e5af1,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
c7aeb972-c385-4445-af4a-7e9458d0b408,556535a1-e79e-4057-962a-bfb40e6b726c,EWR: TUESDAY PM,311326dc-7b76-4e03-ab98-7f6b65610e65,556535a1-e79e-4057-962a-bfb40e6b726c,4,15:00:00,0,12:00:00,0,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
5acdd23e-92e8-405b-91d8-d281c72796c5,7baf358c-7a57-4453-885f-024244b7e085,MOC: TUESDAY PM,4182c9aa-9fda-400a-b2dd-0b15f281ac40,8697f4cc-e888-4f28-89b3-087d6cbcda5f,4,15:00:00,0,12:00:00,1,18:00:00,3,05:00:00,3,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
baf11358-e9bb-443f-8b63-e8e108bc9665,7ba06165-7dcd-4abf-a85d-54ed293ff34f,BRX: WEDNESDAY PM,3a21dc61-a139-457e-9244-03ce7d140daa,7ba06165-7dcd-4abf-a85d-54ed293ff34f,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
8d36da6c-95ad-422b-83fa-d67a35abfe02,ebb20ef1-40b4-4f3a-b384-819bd5b5980d,LIM: WEDNESDAY,1fbcc72b-bfbe-4e7c-ab62-4889b08e278c,ebb20ef1-40b4-4f3a-b384-819bd5b5980d,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
89b4d9db-cb6c-48ff-8c5a-8220d2bcfe31,b7f9cea9-5dba-4d3e-ab2f-14072106155e,EWR: WEDNESDAY PM,1c067b68-e1e2-43a9-91f6-c244a9761653,b7f9cea9-5dba-4d3e-ab2f-14072106155e,5,15:00:00,1,12:00:00,1,18:00:00,4,05:00:00,4,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
7ddd2473-3167-47ae-a492-100f87048405,fe129db3-b17f-48a1-a67c-db357c322da9,BWI: WEDNESDAY PM,685ec0af-29a5-4d53-91ad-075ffa6ee800,1f1112d1-15ab-4c07-a11f-503645e8ccf7,5,15:00:00,1,12:00:00,2,21:00:00,4,05:00:00,4,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
7b64c42d-6cd0-47dd-bc6b-22098565ac4d,f7496d9e-2681-4f43-a830-a3246e667352,BRX: THURSDAY PM,4fcbf5b5-ec23-454e-a1b7-e09b900456da,f7496d9e-2681-4f43-a830-a3246e667352,1,13:00:00,2,15:00:00,2,21:00:00,5,05:00:00,5,21:00:00,25729cbe-719c-4314-ab07-0fbc45d38a11,5.99,,Bringg,1000,FALSE,TRUE,1,,christmas-window-exceptions-2022
